Dist,schoolName,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,percCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,percHH_Has_Toilet,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplIncome,prcplEdu,prcplScheme,prcplSchemeName,prcplEduYear,prcplSchemeOther,prcplSchemeOtherName,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,percPassHSC,distPerfEdu,MEnroll1,MEnroll2,MEnroll3,FEnroll1,FEnroll2,FEnroll3,totEnroll1,totEnroll2,totEnroll3,POTOC,numMTeach,numFTeach,teachStudRat,MtoFTeachRat,numBlank ,tobaccoFree
Amravati,"Z.P.Pre. Secondary School, Sabkhed",1,1,0,1,1,0,0,0,0,0,0,4,36.4,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Semi English,Pucca,7.0,1.0,2.0,,1.0,1.0,1.0,khoko,none,active,proactive,,,40.0,3.0,1.0,none,1.0,Private Firm,,BA,2.0,,,1.0,,4.0,,2.0,1.0,2.0,2.0,,2.0,,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,,2.0,1.0,secondary,,,,,,,,,,,,,,,,,30,0.0
Thane,Z.P.P.School Aashele Ta Ambarnath ,1,0,1,1,0,1,0,0,0,0,1,5,45.5,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,,1.0,38.0,3.0,1.0,none,1.0,Private Firm,,BA,,,,,,7.0,,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,4,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,2.0,secondary,,,,,,,,,,,,,,,,,28,0.0
Thane,Z.P.P.School Falegaon Ta Kalyan,1,0,1,1,0,1,0,0,0,1,1,6,54.5,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,8.0,1.0,2.0,2.0,2.0,1.0,1.0,Block Level,none,active,passive,active,1.0,42.0,3.0,1.0,none,1.0,Private Firm,,BA,,,,,,3.0,,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4,4.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,,1.0,1.0,primary,,,,,,,,,,,,,,,,,28,0.0
Amravati,Z.P. Pre. Scondary School Nandura,1,1,1,0,1,1,0,0,1,0,0,6,54.5,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Semi English,Pucca,2.0,2.0,2.0,2.0,1.0,1.0,2.0,Block Level,none,,proactive,,1.0,56.0,3.0,2.0,none,1.0,,,,,,3.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,1.0,,4.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,31,0.0
Amravati,"Z.P. Secondary School, Shirkhed",1,0,1,1,0,1,1,1,1,1,0,8,72.7,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Marathi,Semi pucca,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,none,active,proactive,active,1.0,42.0,3.0,1.0,none,2.0,,,BA,2.0,,,1.0,,10.0,,3.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,4,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,30,0.0
Thane,Z.P.P.School Mugav Ta Shapur,0,0,0,1,0,1,0,0,0,0,0,2,18.2,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,5.0,1.0,2.0,2.0,2.0,1.0,1.0,Block Level,none,active,passive,active,1.0,48.0,3.0,1.0,none,2.0,,,BA,,,,,,4.0,,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,2,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,secondary,,,,,,,,,,,,,,,,,29,0.0
Thane,Z.P.P.School Utane ,0,1,0,1,0,0,0,0,0,0,1,3,27.3,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,3.0,1.0,2.0,2.0,2.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,51.0,3.0,2.0,none,2.0,,,BA,,,,,,10.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,29,0.0
Thane,Z.P.P.School KasheleTa Bhivandi,1,0,0,1,1,0,0,0,0,0,0,3,27.3,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,7.0,1.0,2.0,2.0,2.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,44.0,3.0,1.0,none,2.0,,,BA,,,,,,7.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4,1.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,,2.0,2.0,secondary,,,,,,,,,,,,,,,,,29,0.0
Thane,Z.P.P.School Manpada Mangaon Ta kalyan,0,0,1,1,1,0,0,0,1,0,0,4,36.4,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,5.0,1.0,1.0,2.0,2.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,46.0,3.0,2.0,none,2.0,,,BA,,,,,,8.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,,2.0,1.0,primary,,,,,,,,,,,,,,,,,29,0.0
Thane,Z.P.P.School Aambeshiv Ta. Ambarnath,1,0,1,0,0,0,0,0,1,0,1,4,36.4,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,8.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,active,proactive,,1.0,55.0,3.0,2.0,none,1.0,Private Firm,,BA,,,,,,8.0,,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4,4.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,,2.0,1.0,secondary,,,,,,,,,,,,,,,,,29,0.0
Amravati,Z.P. Urdu School Karpur,1,1,0,1,1,0,0,0,0,0,0,4,36.4,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Marathi,Semi pucca,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,none,active,proactive,active,1.0,42.0,3.0,1.0,none,2.0,,,BA,2.0,,,1.0,,10.0,,3.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,4,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,illiterate,,,,,,,,,,,,,,,,,30,0.0
Amravati,"Savitribai Phule vidyalay, Karla",1,0,1,0,1,1,0,0,0,0,0,4,36.4,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Semi English,Pucca,7.0,2.0,2.0,2.0,1.0,1.0,1.0,,none,active,,passive,1.0,51.0,3.0,2.0,none,1.0,,,BA,1.0,,6.0,2.0,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4,1.0,2.0,2.0,2.0,4.0,,1.0,2.0,,2.0,1.0,secondary,,,,,,,,,,,,,,,,,31,0.0
Amravati,Z.P. Pre.Secondary School Karpur,1,1,1,1,1,0,0,0,0,0,0,5,45.5,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Semi English,Pucca,7.0,2.0,2.0,1.0,1.0,1.0,2.0,Kabbdi,none,active,proactive,,,49.0,3.0,2.0,none,1.0,,,BA,2.0,,6.5,1.0,,6.5,,2.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4,1.0,2.0,1.0,2.0,4.0,2.0,1.0,,,2.0,1.0,secondary,,,,,,,,,,,,,,,,,31,0.0
Latur,Z.P.Shaka Parivan Nawab Urudu School ,1,0,1,1,0,0,1,0,1,1,0,6,54.5,2454.0,21.0,19.8,20.2,17.8,19.6,2.6,1.5,2.3,20984.0,19368.0,10897.0,9959.0,80352.0,556.6,48.6,713.8,46.6,87085.0,40966.0,297825.0,1867.0,17279.0,445022.0,556.6,36.8,34.1,713.8,64.4,36.7,6658.0,5.3,0.9,15.0,1.8,0.6,0.7,Medium,Low,32.0,169.0,373.0,7516.0,41176.0,157841.0,,928.0,36.3,58.4,1.0,93.7,27.6,63.9,35.8,7.5,71.4,889.0,5.1,4.3,84.4,69.6,77.3,72.5,72.3,94.9,93.5,1342.0,613.0,2.2,610.0,52.0,489.0,69.0,58.4,,544858.0,90.5,Marathi,Pucca,11.0,1.0,1.0,1.0,1.0,1.0,1.0,District Level,none,passive,passive,passive,2.0,32.0,3.0,3.0,none,1.0,Businesss,,BA,1.0,,7.0,2.0,,1.0,0.0,3.0,1.0,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.0
Thane,Z.P.P.School Khakrwadi Ta. Kalyan,1,1,1,1,1,1,0,0,0,0,1,7,63.6,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,Very High,Very High,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,67.0,3194526.0,93.0,Semi English,Pucca,8.0,1.0,2.0,2.0,2.0,1.0,1.0,Block Level,none,active,proactive,active,1.0,53.0,3.0,1.0,none,2.0,,,BA,,,,,,4.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,4,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,1.0,Literate,,,,,,,,,,,,,,,,,29,0.0
Amravati,Z.P.Primary School Bramhan Wada,0,1,0,0,0,0,0,0,0,0,0,1,9.1,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Marathi and Semi English,Pucca,4.0,2.0,2.0,2.0,1.0,1.0,1.0,Kabbdi,none,,,,2.0,40.0,3.0,1.0,none,1.0,Private Firm,,BA,,,,,,4.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,,2.0,1.0,secondary,,,,,,,,,,,,,,,,,33,0.0
Amravati,Z.P. Urdu School Yajarkhed,0,1,0,0,1,0,0,0,0,0,0,2,18.2,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,High,Medium,28.0,193.0,202.0,5905.0,35112.0,140448.0,,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,,737342.0,85.2,Urdu,Semi pucca,4.0,2.0,2.0,2.0,1.0,1.0,1.0,Block Level,none,,proactive,,2.0,58.0,3.0,2.0,none,1.0,,,BA,,,,,,2.0,,3.0,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,,1.0,illiterate,,,,,,,,,,,,,,,,,32,0.0
Sangali,Z.P.P School Awalahi ,1,1,0,1,0,0,1,0,0,0,0,4,36.4,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,Very High,Very High,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,,706036.0,94.4,Marathi,,,,,,,,,,none,,,,1.0,54.0,3.0,2.0,none,2.0,,,BA,2.0,,3.0,2.0,,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,primary,,,,,,,,,,,,,,,,,35,0.0
Satara,Z.P.P.School Kodoli,1,1,0,1,1,0,0,0,0,1,1,6,54.5,3004.0,18.0,18.1,10.2,13.3,10.8,0.9,1.3,1.0,32799.0,29853.0,19110.0,17295.0,93518.0,637.7,54.4,1566.2,36.7,124152.0,34833.0,498211.0,1680.0,52291.0,711167.0,637.7,9.0,33.3,1566.2,23.4,54.6,10947.0,3.1,1.3,10.3,2.7,0.7,0.7,Very High,High,26.0,149.0,187.0,6804.0,38334.0,151206.0,2463.4,988.0,27.4,74.6,1.3,98.8,55.5,87.4,12.3,3.5,90.9,895.0,4.6,3.7,89.4,76.3,82.9,79.5,73.0,96.1,95.3,1550.0,704.0,2.2,697.0,19.0,527.0,151.0,73.4,,709220.0,95.2,Marathi,,,,,,,,,,none,,,,1.0,52.0,3.0,2.0,none,2.0,,,BA,2.0,,11.0,2.0,,11.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,primary,,,,,,,,,,,,,,,,,35,0.0
Sangali,Z.P.School duhebhave ,1,1,1,1,0,1,1,0,0,0,0,6,54.5,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,Very High,Very High,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,,706036.0,94.4,Marathi,,,,,,,,,,none,,,,1.0,48.0,3.0,2.0,none,2.0,,,1,1.0,,3.0,2.0,,3.0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,37,0.0
